S000002434	YDR027C	S. cerevisiae	VPS54	Vacuolar Protein Sorting	889
S000002435	YDR028C	S. cerevisiae	REG1	REsistance to Glucose repression	1014
S000002442	YDR035W	S. cerevisiae	ARO3	AROmatic amino acid requiring	370
S000002443	YDR036C	S. cerevisiae	EHD3	""	500
S000002448	YDR041W	S. cerevisiae	RSM10	Ribosomal Small subunit of Mitochondria	203
S000002452	YDR045C	S. cerevisiae	RPC11	RNA Polymerase C	110
S000002456	YDR049W	S. cerevisiae	VMS1	VCP/Cdc48-associated Mitochondrial Stress-responsive	632
S000002457	YDR050C	S. cerevisiae	TPI1	Triose-Phosphate Isomerase	248
S000002467	YDR060W	S. cerevisiae	MAK21	MAintenance of Killer	1025
S000002471	YDR064W	S. cerevisiae	RPS13	Ribosomal Protein of the Small subunit	151
S000002480	YDR073W	S. cerevisiae	SNF11	Sucrose NonFermenting	169
S000002487	YDR080W	S. cerevisiae	VPS41	Vacuolar Protein Sorting	992
S000002488	YDR081C	S. cerevisiae	PDC2	Pyruvate DeCarboxylase	925
S000002494	YDR087C	S. cerevisiae	RRP1	Ribosomal RNA Processing	278
S000002498	YDR091C	S. cerevisiae	RLI1	RNase L Inhibitor	608
S000002508	YDR101C	S. cerevisiae	ARX1	Associated with Ribosomal eXport complex	593
S000002515	YDR108W	S. cerevisiae	TRS85	TRapp Subunit	698
S000002525	YDR118W	S. cerevisiae	APC4	Anaphase Promoting Complex	652
S000002536	YDR129C	S. cerevisiae	SAC6	Suppressor of ACtin	642
S000002545	YDR138W	S. cerevisiae	HPR1	HyPerRecombination	752
S000002552	YDR145W	S. cerevisiae	TAF12	TATA binding protein-Associated Factor	539
S000002557	YDR150W	S. cerevisiae	NUM1	NUclear Migration	2748
S000002562	YDR155C	S. cerevisiae	CPR1	Cyclosporin A-sensitive Proline Rotamase	162
S000002563	YDR156W	S. cerevisiae	RPA14	RNA Polymerase A	137
S000002573	YDR166C	S. cerevisiae	SEC5	SECretory	971
S000002574	YDR167W	S. cerevisiae	TAF10	TATA binding protein-Associated Factor	206
S000002581	YDR174W	S. cerevisiae	HMO1	High MObility group (HMG) family	246
S000002582	YDR175C	S. cerevisiae	RSM24	Ribosomal Small subunit of Mitochondria	319
S000002583	YDR176W	S. cerevisiae	NGG1	""	702
S000002586	YDR179C	S. cerevisiae	CSN9	Cop9 SigNalosome subunit	162
S000002596	YDR188W	S. cerevisiae	CCT6	Chaperonin Containing TCP-1	546
S000002598	YDR190C	S. cerevisiae	RVB1	RuVB-like	463
S000002602	YDR194C	S. cerevisiae	MSS116	Mitochondrial Splicing System	664
S000002603	YDR195W	S. cerevisiae	REF2	RNA End Formation	533
S000002609	YDR201W	S. cerevisiae	SPC19	Spindle Pole Component	165
S000002615	YDR207C	S. cerevisiae	UME6	Unscheduled Meiotic gene Expression	836
S000002619	YDR211W	S. cerevisiae	GCD6	General Control Derepressed	712
S000002632	YDR224C	S. cerevisiae	HTB1	Histone h Two B	131
S000002633	YDR225W	S. cerevisiae	HTA1	Histone h Two A	132
S000002639	YDR231C	S. cerevisiae	COX20	Cytochrome c OXidase	205
S000002643	YDR235W	S. cerevisiae	PRP42	Pre-mRNA Processing	544
S000002646	YDR238C	S. cerevisiae	SEC26	SECretory	973
S000002648	YDR240C	S. cerevisiae	SNU56	Small NUclear ribonucleoprotein associated	492
S000002651	YDR243C	S. cerevisiae	PRP28	Pre-mRNA Processing	588
S000002652	YDR244W	S. cerevisiae	PEX5	PEroXin	612
S000002653	YDR245W	S. cerevisiae	MNN10	MaNNosyltransferase	393
S000002654	YDR246W	S. cerevisiae	TRS23	TRapp Subunit	219
S000002662	YDR254W	S. cerevisiae	CHL4	CHromosome Loss	458
S000002663	YDR255C	S. cerevisiae	RMD5	Required for Meiotic nuclear Division	421
S000002688	YDR280W	S. cerevisiae	RRP45	Ribosomal RNA Processing	305
S000002707	YDR299W	S. cerevisiae	BFR2	BreFeldin A Resistance	534
S000002709	YDR301W	S. cerevisiae	CFT1	Cleavage Factor Two	1357
S000002711	YDR303C	S. cerevisiae	RSC3	Remodel the Structure of Chromatin	885
S000002714	YDR306C	S. cerevisiae	""	""	478
S000002716	YDR308C	S. cerevisiae	SRB7	Suppressor of RNA polymerase B	140
S000002726	YDR318W	S. cerevisiae	MCM21	MiniChromosome Maintenance	368
S000002728	YDR320C	S. cerevisiae	SWA2	Synthetic lethal With Arf1	668
S000002732	YDR324C	S. cerevisiae	UTP4	U Three Protein	776
S000002733	YDR325W	S. cerevisiae	YCG1	Yeast Cap G	1035
S000002742	YDR334W	S. cerevisiae	SWR1	SWi2/snf2-Related	1514
S000002745	YDR337W	S. cerevisiae	MRPS28	Mitochondrial Ribosomal Protein, Small subunit	286
S000002755	YDR347W	S. cerevisiae	MRP1	Mitochondrial Ribosomal Protein	321
S000002757	YDR349C	S. cerevisiae	YPS7	YaPSin	596
S000002758	YDR350C	S. cerevisiae	ATP22	ATPase synthase	684
S000002759	YDR351W	S. cerevisiae	SBE2	Suppressor of BEm4	864
S000002767	YDR359C	S. cerevisiae	EAF1	Esa1p-Associated Factor	982
S000002770	YDR362C	S. cerevisiae	TFC6	Transcription Factor C	672
S000002772	YDR364C	S. cerevisiae	CDC40	Cell Division Cycle	455
S000002773	YDR365C	S. cerevisiae	ESF1	Eighteen S rRNA Factor	628
S000002783	YDR375C	S. cerevisiae	BCS1	ubiquinol-cytochrome c reductase (bc1) Synthesis	456
S000002786	YDR378C	S. cerevisiae	LSM6	Like SM	86
S000002789	YDR381W	S. cerevisiae	YRA1	Yeast RNA Annealing protein	226
S000002790	YDR382W	S. cerevisiae	RPP2B	Ribosomal Protein P2 Beta	110
S000002791	YDR383C	S. cerevisiae	NKP1	Non-essential Kinetochore Protein	238
S000002793	YDR385W	S. cerevisiae	EFT2	Elongation Factor Two	842
S000002800	YDR392W	S. cerevisiae	SPT3	SuPpressor of Ty's	337
S000002802	YDR394W	S. cerevisiae	RPT3	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase	428
S000002806	YDR398W	S. cerevisiae	UTP5	U Three Protein	643
S000002808	YDR400W	S. cerevisiae	URH1	URidine Hydrolase	340
S000002812	YDR404C	S. cerevisiae	RPB7	RNA Polymerase B	171
S000002815	YDR407C	S. cerevisiae	TRS120	TRapp Subunit	1289
S000002824	YDR416W	S. cerevisiae	SYF1	SYnthetic lethal with cdcForty	859
S000002826	YDR418W	S. cerevisiae	RPL12B	Ribosomal Protein of the Large subunit	165
S000002830	YDR422C	S. cerevisiae	SIP1	SNF1-Interacting Protein	815
S000002835	YDR427W	S. cerevisiae	RPN9	Regulatory Particle Non-ATPase	393
S000002837	YDR429C	S. cerevisiae	TIF35	Translation Initiation Factor	274
S000002840	YDR432W	S. cerevisiae	NPL3	Nuclear Protein Localization	414
S000002851	YDR443C	S. cerevisiae	SSN2	Suppressor of SNf1	1420
S000002855	YDR447C	S. cerevisiae	RPS17B	Ribosomal Protein of the Small subunit	136
S000002856	YDR448W	S. cerevisiae	ADA2	transcriptional ADAptor	434
S000002857	YDR449C	S. cerevisiae	UTP6	U Three Protein	440
S000002858	YDR450W	S. cerevisiae	RPS18A	Ribosomal Protein of the Small subunit	146
S000002866	YDR458C	S. cerevisiae	HEH2	Helix-Extension-Helix domain	663
S000002877	YDR469W	S. cerevisiae	SDC1	Set1c, homolog of Dpy30 from C.elegans	175
S000002879	YDR471W	S. cerevisiae	RPL27B	Ribosomal Protein of the Large subunit	136
S000002880	YDR472W	S. cerevisiae	TRS31	TRapp Subunit	283
S000002881	YDR473C	S. cerevisiae	PRP3	Pre-mRNA Processing	469
S000002885	YDR477W	S. cerevisiae	SNF1	Sucrose NonFermenting	633
S000002886	YDR478W	S. cerevisiae	SNM1	Suppressor of Nuclear Mitochondrial endoribonuclease	198
S000002892	YDR484W	S. cerevisiae	VPS52	Vacuolar Protein Sorting	641
S000002893	YDR485C	S. cerevisiae	VPS72	Vacuolar Protein Sorting	795
S000002904	YDR496C	S. cerevisiae	PUF6	PUmilio-homology domain Family	656
S000002906	YDR498C	S. cerevisiae	SEC20	SECretory	383
S000002907	YDR499W	S. cerevisiae	LCD1	Lethal, Checkpoint-defective, DNA damage sensitive	747
S000002910	YDR502C	S. cerevisiae	SAM2	S-AdenosylMethionine requiring	384
S000002915	YDR507C	S. cerevisiae	GIN4	Growth Inhibitory	1142
S000002973	YGL005C	S. cerevisiae	COG7	Conserved Oligomeric Golgi complex	279
S000002976	YGL008C	S. cerevisiae	PMA1	Plasma Membrane ATPase	918
S000002979	YGL011C	S. cerevisiae	SCL1	Suppressor of Crl3 ts Lethality	252
S000002981	YGL013C	S. cerevisiae	PDR1	Pleiotropic Drug Resistance	1068
S000002982	YGL014W	S. cerevisiae	PUF4	PUmilio-homology domain Family	888
S000002987	YGL019W	S. cerevisiae	CKB1	Casein Kinase Beta subunit	278
S000002993	YGL025C	S. cerevisiae	PGD1	PolyGlutamine Domain	397
S000002998	YGL030W	S. cerevisiae	RPL30	Ribosomal Protein of the Large subunit	105
S000002999	YGL031C	S. cerevisiae	RPL24A	Ribosomal Protein of the Large subunit	155
S000003011	YGL043W	S. cerevisiae	DST1	DNA Strand Transfer	309
S000003016	YGL048C	S. cerevisiae	RPT6	Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase	405
S000003017	YGL049C	S. cerevisiae	TIF4632	Translation Initiation Factor	914
S000003029	YGL061C	S. cerevisiae	DUO1	Death Upon Overproduction	247
S000003034	YGL066W	S. cerevisiae	SGF73	SaGa associated Factor, 73 kDa	657
S000003038	YGL070C	S. cerevisiae	RPB9	RNA Polymerase B	122
S000003044	YGL076C	S. cerevisiae	RPL7A	Ribosomal Protein of the Large subunit	244
S000003050	YGL082W	S. cerevisiae	""	""	381
S000003060	YGL092W	S. cerevisiae	NUP145	NUclear Pore	1317
S000003066	YGL098W	S. cerevisiae	USE1	Unconventional SNARE in the ER	245
S000003068	YGL100W	S. cerevisiae	SEH1	SEc13 Homolog	349
S000003071	YGL103W	S. cerevisiae	RPL28	Ribosomal Protein of the Large subunit	149
S000003074	YGL106W	S. cerevisiae	MLC1	Myosin Light Chain	149
S000003079	YGL111W	S. cerevisiae	NSA1	Nop Seven Associated	463
S000003080	YGL112C	S. cerevisiae	TAF6	TATA binding protein-Associated Factor	516
S000003083	YGL115W	S. cerevisiae	SNF4	Sucrose NonFermenting	322
S000003088	YGL120C	S. cerevisiae	PRP43	Pre-mRNA Processing	767
S000003091	YGL123W	S. cerevisiae	RPS2	Ribosomal Protein of the Small subunit	254
S000003095	YGL127C	S. cerevisiae	SOH1	Suppressor Of Hpr1	127
S000003096	YGL128C	S. cerevisiae	CWC23	Complexed With Cef1p	283
S000003097	YGL129C	S. cerevisiae	RSM23	Ribosomal Small subunit of Mitochondria	450
S000003101	YGL133W	S. cerevisiae	ITC1	Imitation switch Two Complex	1264
S000003103	YGL135W	S. cerevisiae	RPL1B	Ribosomal Protein of the Large subunit	217
S000003105	YGL137W	S. cerevisiae	SEC27	SECretory	889
S000003110	YGL142C	S. cerevisiae	GPI10	GlycosylPhosphatidylInositol anchor biosynthesis	616
S000003113	YGL145W	S. cerevisiae	TIP20	SEC20 (Twenty) Interacting Protein	701
S000003115	YGL147C	S. cerevisiae	RPL9A	Ribosomal Protein of the Large subunit	191
S000003118	YGL150C	S. cerevisiae	INO80	INOsitol requiring	1489
S000003119	YGL151W	S. cerevisiae	NUT1	Negative regulation of URS Two	1132
S000003139	YGL171W	S. cerevisiae	ROK1	Rescuer Of Kem1	564
S000003140	YGL172W	S. cerevisiae	NUP49	NUclear Pore	472
S000003141	YGL173C	S. cerevisiae	XRN1	eXoRiboNuclease	1528
S000003157	YGL189C	S. cerevisiae	RPS26A	Ribosomal Protein of the Small subunit	119
S000003158	YGL190C	S. cerevisiae	CDC55	Cell Division Cycle	526
S000003162	YGL194C	S. cerevisiae	HOS2	Hda One Similar	452
S000003168	YGL200C	S. cerevisiae	EMP24	EndoMembrane Protein	203
S000003175	YGL207W	S. cerevisiae	SPT16	SuPpressor of Ty	1035
S000003176	YGL208W	S. cerevisiae	SIP2	SNF1-Interacting Protein	415
S000003191	YGL223C	S. cerevisiae	COG1	Conserved Oligomeric Golgi complex	417
S000003196	YGL227W	S. cerevisiae	VID30	Vacuolar Import and Degradation	958
S000003202	YGL233W	S. cerevisiae	SEC15	SECretory	910
S000003209	YGL240W	S. cerevisiae	DOC1	Destruction Of Cyclin B	250
S000003210	YGL241W	S. cerevisiae	KAP114	KAryoPherin	1004
S000003213	YGL244W	S. cerevisiae	RTF1	Restores TBP Function	558
S000003234	YGR002C	S. cerevisiae	SWC4	SWr Complex	476
S000003235	YGR003W	S. cerevisiae	CUL3	CULlin	744
S000003237	YGR005C	S. cerevisiae	TFG2	Transcription Factor G	400
S000003245	YGR013W	S. cerevisiae	SNU71	Small NUclear ribonucleoprotein associated	620
S000003251	YGR019W	S. cerevisiae	UGA1	Utilization of GAba	471
S000003252	YGR020C	S. cerevisiae	VMA7	Vacuolar Membrane Atpase	118
S000003259	YGR027C	S. cerevisiae	RPS25A	Ribosomal Protein of the Small subunit	108
S000003262	YGR030C	S. cerevisiae	POP6	Processing Of Precursor RNAs	158
S000003266	YGR034W	S. cerevisiae	RPL26B	Ribosomal Protein of the Large subunit	127
S000003279	YGR047C	S. cerevisiae	TFC4	Transcription Factor class C	1025
S000003280	YGR048W	S. cerevisiae	UFD1	Ubiquitin Fusion Degradation protein	361
S000003286	YGR054W	S. cerevisiae	""	""	642
S000003288	YGR056W	S. cerevisiae	RSC1	Remodel the Structure of Chromatin	928
S000003295	YGR063C	S. cerevisiae	SPT4	SuPpressor of Ty's	102
S000003306	YGR074W	S. cerevisiae	SMD1	snRNA Sm binding site protein D1	146
S000003307	YGR075C	S. cerevisiae	PRP38	Pre-mRNA Processing	242
S000003310	YGR078C	S. cerevisiae	PAC10	Perish in the Absence of Cin8p	199
S000003313	YGR081C	S. cerevisiae	SLX9	""	210
S000003315	YGR083C	S. cerevisiae	GCD2	General Control Derepressed	651
S000003316	YGR084C	S. cerevisiae	MRP13	Mitochondrial Ribosomal Protein	339
S000003317	YGR085C	S. cerevisiae	RPL11B	Ribosomal Protein of the Large subunit	174
S000003319	YGR087C	S. cerevisiae	PDC6	Pyruvate DeCarboxylase	563
S000003322	YGR090W	S. cerevisiae	UTP22	U Three Protein	1237
S000003323	YGR091W	S. cerevisiae	PRP31	Pre-mRNA Processing	494
S000003327	YGR095C	S. cerevisiae	RRP46	Ribosomal RNA Processing	223
S000003335	YGR103W	S. cerevisiae	NOP7	NucleOlar Protein	605
S000003336	YGR104C	S. cerevisiae	SRB5	Suppressor of RNA polymerase B	307
S000003345	YGR113W	S. cerevisiae	DAM1	Duo1 And Mps1 interacting	343
S000003350	YGR118W	S. cerevisiae	RPS23A	Ribosomal Protein of the Small subunit	145
S000003351	YGR119C	S. cerevisiae	NUP57	NUclear Pore	541
S000003352	YGR120C	S. cerevisiae	COG2	Conserved Oligomeric Golgi complex	262
S000003358	YGR126W	S. cerevisiae	""	""	230
S000003360	YGR128C	S. cerevisiae	UTP8	U Three Protein	713
S000003361	YGR129W	S. cerevisiae	SYF2	SYnthetic lethal with cdc40 (Forty)	215
S000003364	YGR132C	S. cerevisiae	PHB1	ProHiBitin	287
S000003366	YGR134W	S. cerevisiae	CAF130	CCR4 Associated Factor	1122
S000003367	YGR135W	S. cerevisiae	PRE9	PRoteinase yscE	258
S000003377	YGR145W	S. cerevisiae	ENP2	Essential Nuclear Protein	707
S000003388	YGR156W	S. cerevisiae	PTI1	PTa1p Interacting protein	425
S000003390	YGR158C	S. cerevisiae	MTR3	MRNA TRansport	250
S000003397	YGR165W	S. cerevisiae	MRPS35	Mitochondrial Ribosomal Protein, Small subunit	345
S000003398	YGR166W	S. cerevisiae	TRS65	TRapp Subunit	560
S000003411	YGR179C	S. cerevisiae	OKP1	Outer Kinetochore Protein	406
S000003417	YGR185C	S. cerevisiae	TYS1	TYrosyl-tRNA Synthetase	394
S000003418	YGR186W	S. cerevisiae	TFG1	Transcription Factor G	735
S000003419	YGR187C	S. cerevisiae	HGH1	HmG1/2 Homolog	394
S000003427	YGR195W	S. cerevisiae	SKI6	SuperKIller	246
S000003432	YGR200C	S. cerevisiae	ELP2	ELongator Protein	788
S000003434	YGR202C	S. cerevisiae	PCT1	Phosphocholine CytidylylTransferase	424
S000003447	YGR215W	S. cerevisiae	RSM27	Ribosomal Small subunit of Mitochondria	110
S000003463	YGR231C	S. cerevisiae	PHB2	ProHiBitin	310
S000003464	YGR232W	S. cerevisiae	NAS6	Non-ATPase Subunit 6	228
S000003470	YGR238C	S. cerevisiae	KEL2	KELch repeat	882
S000003477	YGR245C	S. cerevisiae	SDA1	Severe Depolymerization of Actin	767
S000003484	YGR252W	S. cerevisiae	GCN5	General Control Nonderepressible	439
S000003485	YGR253C	S. cerevisiae	PUP2	PUtative Proteasome subunit	260
S000003504	YGR272C	S. cerevisiae	""	""	152
S000003506	YGR274C	S. cerevisiae	TAF1	TATA binding protein-Associated Factor	1066
S000003507	YGR275W	S. cerevisiae	RTT102	Regulator of Ty1 Transposition	157
S000003510	YGR278W	S. cerevisiae	CWC22	Complexed With Cef1p	577
S000003538	YJL001W	S. cerevisiae	PRE3	PRoteinase yscE	215
S000003548	YJL011C	S. cerevisiae	RPC17	RNA Polymerase C	161
S000003566	YJL029C	S. cerevisiae	VPS53	Vacuolar Protein Sorting	822
S000003570	YJL033W	S. cerevisiae	HCA4	Helicase CA	770
S000003571	YJL034W	S. cerevisiae	KAR2	KARyogamy	682
S000003577	YJL041W	S. cerevisiae	NSP1	NucleoSkeletal-like Protein	823
S000003585	YJL049W	S. cerevisiae	CHM7	CHarged Multivesicular body protein	450
S000003586	YJL050W	S. cerevisiae	MTR4	Mrna TRansport	1073
S000003589	YJL053W	S. cerevisiae	PEP8	carboxyPEPtidase Y-deficient	379
S000003596	YJL060W	S. cerevisiae	BNA3	Biosynthesis of Nicotinic Acid	444
S000003597	YJL061W	S. cerevisiae	NUP82	NUclear Pore	713
S000003601	YJL065C	S. cerevisiae	DLS1	Dpb3-Like Subunit of ISW2/yCHRAC complex	167
S000003602	YJL066C	S. cerevisiae	MPM1	Mitochondrial Peculiar Membrane protein	252
S000003605	YJL069C	S. cerevisiae	UTP18	U Three Protein	594
S000003617	YJL081C	S. cerevisiae	ARP4	Actin-Related Protein	489
S000003621	YJL085W	S. cerevisiae	EXO70	EXOcyst	623
S000003635	YJL099W	S. cerevisiae	CHS6	CHitin Synthase-related	746
S000003645	YJL109C	S. cerevisiae	UTP10	U Three Protein	1769
S000003647	YJL111W	S. cerevisiae	CCT7	Chaperonin Containing TCP-1	550
S000003660	YJL124C	S. cerevisiae	LSM1	Like SM	172
S000003676	YJL140W	S. cerevisiae	RPB4	RNA Polymerase B	221
S000003684	YJL148W	S. cerevisiae	RPA34	RNA Polymerase A	233
S000003690	YJL154C	S. cerevisiae	VPS35	Vacuolar Protein Sorting	944
S000003693	YJL157C	S. cerevisiae	FAR1	Factor ARrest	830
S000003709	YJL173C	S. cerevisiae	RFA3	Replication Factor A	122
S000003712	YJL176C	S. cerevisiae	SWI3	SWItching deficient	825
S000003713	YJL177W	S. cerevisiae	RPL17B	Ribosomal Protein of the Large subunit	184
S000003715	YJL179W	S. cerevisiae	PFD1	PreFolDin	109
S000003719	YJL183W	S. cerevisiae	MNN11	MaNNosyltransferase	422
S000003726	YJL190C	S. cerevisiae	RPS22A	Ribosomal Protein of the Small subunit	130
S000003727	YJL191W	S. cerevisiae	RPS14B	Ribosomal Protein of the Small subunit	138
S000003739	YJL203W	S. cerevisiae	PRP21	Pre-mRNA Processing	280
S000003762	YJR002W	S. cerevisiae	MPP10	M Phase Phosphoproteins	593
S000003767	YJR007W	S. cerevisiae	SUI2	SUppressor of Initiator codon	304
S000003772	YJR011C	S. cerevisiae	""	""	261
S000003775	YJR014W	S. cerevisiae	TMA22	Translation Machinery Associated	198
S000003783	YJR022W	S. cerevisiae	LSM8	Like SM	109
S000003803	YJR042W	S. cerevisiae	NUP85	NUclear Pore	744
S000003811	YJR050W	S. cerevisiae	ISY1	Interactor of SYf1p	235
S000003824	YJR063W	S. cerevisiae	RPA12	RNA Polymerase A	125
S000003826	YJR065C	S. cerevisiae	ARP3	Actin-Related Protein	449
S000003829	YJR068W	S. cerevisiae	RFC2	Replication Factor C	353
S000003836	YJR075W	S. cerevisiae	HOC1	Homologous to OCh1	396
S000003837	YJR076C	S. cerevisiae	CDC11	Cell Division Cycle	415
S000003842	YJR082C	S. cerevisiae	EAF6	Esa1p-Associated Factor	113
S000003844	YJR084W	S. cerevisiae	""	""	423
S000003852	YJR092W	S. cerevisiae	BUD4	BUD site selection	1447
S000003853	YJR093C	S. cerevisiae	FIP1	Factor Interacting with Poly(A) polymerase	327
S000003862	YJR101W	S. cerevisiae	RSM26	Ribosomal Small subunit of Mitochondria	266
S000003874	YJR113C	S. cerevisiae	RSM7	Ribosomal Small subunit of Mitochondria	247
S000003884	YJR123W	S. cerevisiae	RPS5	Ribosomal Protein of the Small subunit	225
S000003896	YJR135C	S. cerevisiae	MCM22	MiniChromosome Maintenance	239
S000003904	YJR143C	S. cerevisiae	PMT4	Protein O-MannosylTransferase	762
S000003906	YJR145C	S. cerevisiae	RPS4A	Ribosomal Protein of the Small subunit	261
S000003927	YLL004W	S. cerevisiae	ORC3	Origin Recognition Complex	616
S000003931	YLL008W	S. cerevisiae	DRS1	Deficiency of Ribosomal Subunits	752
S000003934	YLL011W	S. cerevisiae	SOF1	Suppressor Of Fibrillarin	489
S000003945	YLL022C	S. cerevisiae	HIF1	Hat1 Interacting Factor	385
S000003946	YLL023C	S. cerevisiae	POM33	POre Membrane, 33 kDa	279
S000003957	YLL034C	S. cerevisiae	RIX7	RIbosome eXport	837
S000003959	YLL036C	S. cerevisiae	PRP19	Pre-RNA Processing	503
S000003968	YLL045C	S. cerevisiae	RPL8B	Ribosomal Protein of the Large subunit	256
S000003971	YLL048C	S. cerevisiae	YBT1	Yeast Bile Transporter	1661
S000003992	YLR002C	S. cerevisiae	NOC3	NucleOlar Complex associated	663
S000003993	YLR003C	S. cerevisiae	CMS1	Complementation of Mcm-10 Suppressor	291
S000004005	YLR015W	S. cerevisiae	BRE2	BREfeldin A sensitivity	505
S000004019	YLR029C	S. cerevisiae	RPL15A	Ribosomal Protein of the Large subunit	204
S000004023	YLR033W	S. cerevisiae	RSC58	Remodel the Structure of Chromatin	502
S000004033	YLR043C	S. cerevisiae	TRX1	ThioRedoXin	103
S000004042	YLR052W	S. cerevisiae	IES3	Ino Eighty Subunit	250
S000004045	YLR055C	S. cerevisiae	SPT8	SuPpressor of Ty	602
S000004061	YLR071C	S. cerevisiae	RGR1	Resistant to Glucose Repression	1082
S000004064	YLR074C	S. cerevisiae	BUD20	BUD site selection	166
S000004065	YLR075W	S. cerevisiae	RPL10	Ribosomal Protein of the Large subunit	221
S000004069	YLR079W	S. cerevisiae	SIC1	Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase	284
S000004075	YLR085C	S. cerevisiae	ARP6	Actin-Related Protein	438
S000004076	YLR086W	S. cerevisiae	SMC4	Structural Maintenance of Chromosomes	1418
S000004085	YLR095C	S. cerevisiae	IOC2	Iswi One Complex	812
S000004092	YLR102C	S. cerevisiae	APC9	Anaphase Promoting Complex	265
S000004096	YLR106C	S. cerevisiae	REA1	Ribosome Export/Assembly	4910
S000004105	YLR115W	S. cerevisiae	CFT2	Cleavage Factor Two	859
S000004107	YLR117C	S. cerevisiae	CLF1	Crooked neck-Like Factor	687
S000004117	YLR127C	S. cerevisiae	APC2	Anaphase Promoting Complex	853
S000004119	YLR129W	S. cerevisiae	DIP2	DOM34 Interacting Protein	943
S000004123	YLR133W	S. cerevisiae	CKI1	Choline KInase	582
S000004132	YLR142W	S. cerevisiae	PUT1	Proline UTilization	476
S000004137	YLR147C	S. cerevisiae	SMD3	""	101
S000004138	YLR148W	S. cerevisiae	PEP3	carboxyPEPtidase Y-deficient	918
S000004140	YLR150W	S. cerevisiae	STM1	Suppressor of ToM1	273
S000004156	YLR166C	S. cerevisiae	SEC10	SECretory	871
S000004160	YLR170C	S. cerevisiae	APS1	clathrin Associated Protein complex Small subunit	156
S000004175	YLR185W	S. cerevisiae	RPL37A	Ribosomal Protein of the Large subunit	88
S000004176	YLR186W	S. cerevisiae	EMG1	Essential for Mitotic Growth	252
S000004182	YLR192C	S. cerevisiae	HCR1	High-Copy suppressor of Rpg1	265
S000004186	YLR196W	S. cerevisiae	PWP1	Periodic tryptophan (W) Protein	576
S000004187	YLR197W	S. cerevisiae	NOP56	NucleOlar Protein of 56.8 kDa	504
S000004190	YLR200W	S. cerevisiae	YKE2	Yeast ortholog of mouse KE2	114
S000004198	YLR208W	S. cerevisiae	SEC13	SECretory	297
S000004200	YLR210W	S. cerevisiae	CLB4	CycLin B	460
S000004205	YLR215C	S. cerevisiae	CDC123	Cell Division Cycle	360
S000004212	YLR222C	S. cerevisiae	UTP13	U Three Protein	817
S000004230	YLR240W	S. cerevisiae	VPS34	Vacuolar Protein Sorting	875
S000004247	YLR257W	S. cerevisiae	""	""	321
S000004254	YLR264W	S. cerevisiae	RPS28B	Ribosomal Protein of the Small subunit	67
S000004258	YLR268W	S. cerevisiae	SEC22	SECretory	214
S000004262	YLR272C	S. cerevisiae	YCS4	Yeast Condensin Subunit	1176
S000004265	YLR275W	S. cerevisiae	SMD2	""	110
S000004266	YLR276C	S. cerevisiae	DBP9	Dead Box Protein	594
S000004267	YLR277C	S. cerevisiae	YSH1	Yeast Seventy-three Homolog	779
S000004277	YLR287C	S. cerevisiae	""	""	355
S000004282	YLR291C	S. cerevisiae	GCD7	General Control Derepressed	381
S000004289	YLR298C	S. cerevisiae	YHC1	Yeast Homolog of human U1C	231
S000004306	YLR314C	S. cerevisiae	CDC3	Cell Division Cycle	520
S000004307	YLR315W	S. cerevisiae	NKP2	Non-essential Kinetochore Protein	153
S000004311	YLR319C	S. cerevisiae	BUD6	BUD site selection	788
S000004313	YLR321C	S. cerevisiae	SFH1	Snf Five Homolog	426
S000004317	YLR325C	S. cerevisiae	RPL38	Ribosomal Protein of the Large subunit	78
S000004322	YLR330W	S. cerevisiae	CHS5	CHitin Synthase-related	671
S000004327	YLR335W	S. cerevisiae	NUP2	NUclear Pore	720
S000004332	YLR340W	S. cerevisiae	RPP0	Ribosomal Protein P0	312
S000004336	YLR344W	S. cerevisiae	RPL26A	Ribosomal Protein of the Large subunit	127
S000004339	YLR347C	S. cerevisiae	KAP95	KAryoPherin	861
S000004349	YLR357W	S. cerevisiae	RSC2	Remodel the Structure of Chromatin	889
S000004352	YLR360W	S. cerevisiae	VPS38	Vacuolar Protein Sorting	439
S000004359	YLR367W	S. cerevisiae	RPS22B	Ribosomal Protein of the Small subunit	130
S000004362	YLR370C	S. cerevisiae	ARC18	ARp2/3 Complex subunit	178
S000004373	YLR381W	S. cerevisiae	CTF3	Chromosome Transmission Fidelity	733
S000004376	YLR384C	S. cerevisiae	IKI3	Insensitive to KIller toxin	1349
S000004377	YLR385C	S. cerevisiae	SWC7	SWr Complex	132
S000004381	YLR389C	S. cerevisiae	STE23	STErile	1027
S000004388	YLR396C	S. cerevisiae	VPS33	Vacuolar Protein Sorting	691
S000004398	YLR406C	S. cerevisiae	RPL31B	Ribosomal Protein of the Large subunit	113
S000004399	YLR407W	S. cerevisiae	""	""	228
S000004401	YLR409C	S. cerevisiae	UTP21	U Three Protein	939
S000004410	YLR418C	S. cerevisiae	CDC73	Cell Division Cycle	393
S000004413	YLR421C	S. cerevisiae	RPN13	Regulatory Particle Non-ATPase	156
